"site";"site_lot_nbab";"date";"semaine";"lot";"nbab";"num_jour";"pdsab_calc";"saison_exp";"cadre";"expo_lum";"expo_vent";"orientation";"type";"cause_mort";"race";"origine";"somme_precipitation_7";"somme_precipitation_3";"precipitation";"humidite";"temp_12h";"moy_temp";"precipitation_J1";"precipitation_J2";"precipitation_J3";"humidite_J1";"humidite_J2";"humidite_J3";"moy_temp_J1";"moy_temp_J2";"moy_temp_J3";"Departement";"Region";"meteo_km";"alt_meteo_m";"alt_site_m";"jour"
"Site Knoops";"Site Knoops - Lot 3 - 300 Ab";"2018-11-18";"semaine8";"Lot 3";"300 Ab";56;59,63333333;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";6,9;0;0;64;7;4;0;0;0;80;90;87;4;5,666666667;7,666666667;"Seine Maritime";"Normandie";1;99;96;"56"
"Site Knoops";"Site Knoops - Lot 3 - 300 Ab";"2018-11-25";"semaine9";"Lot 3";"300 Ab";63;59,33333333;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";7,5;6,4;0;96;6;5,333333333;6,4;0;0,1;91;90;88;6;4,333333333;1,666666667;"Seine Maritime";"Normandie";1;99;96;"63"
"Site Knoops";"Site Knoops - Lot 3 - 300 Ab";"2018-12-03";"semaine10";"Lot 3";"300 Ab";71;58,93333333;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";14;5,2;1,3;86;14;12,33333333;0;3,9;0;90;90;88;13,66666667;7,666666667;8,333333333;"Seine Maritime";"Normandie";1;99;96;"70"
"Site Knoops";"Site Knoops - Lot 3 - 300 Ab";"2018-12-10";"semaine11";"Lot 3";"300 Ab";78;57,3;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";9,1;2,5;0,2;91;9;6;1;1,3;3,5;75;82;83;8,666666667;9,666666667;9,333333333;"Seine Maritime";"Normandie";1;99;96;"77"
"Site Knoops";"Site Knoops - Lot 3 - 300 Ab";"2018-12-17";"semaine12";"Lot 3";"300 Ab";85;55,16666667;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";7,8;7,8;0;95;7;4,666666667;0;7,8;0;99;91;76;2,333333333;-1;-1,333333333;"Seine Maritime";"Normandie";1;99;96;"84"
"Site Knoops";"Site Knoops - Lot 3 - 300 Ab";"2018-12-24";"semaine13";"Lot 3";"300 Ab";92;53,36666667;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";20,3;11,7;2,6;89;9;7;9;0,1;6,9;96;86;88;10,66666667;9,666666667;12;"Seine Maritime";"Normandie";1;99;96;"91"
"Site Knoops";"Site Knoops - Lot 3 - 300 Ab";"2018-12-31";"semaine14";"Lot 3";"300 Ab";99;52,1;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";0,4;0,4;0,2;92;9;8;0,1;0,1;0;97;94;72;7,333333333;4,333333333;1,333333333;"Seine Maritime";"Normandie";1;99;96;"98"
"Site Knoops";"Site Knoops - Lot 3 - 300 Ab";"2019-01-07";"semaine15";"Lot 3";"300 Ab";106;49,33333333;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";2,2;1,3;0,6;96;8;6,666666667;0,7;0;0;92;92;93;4;3;2,666666667;"Seine Maritime";"Normandie";1;99;96;"105"
"Site Knoops";"Site Knoops - Lot 3 - 300 Ab";"2019-01-14";"semaine16";"Lot 3";"300 Ab";113;43,4;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";8,5;4,7;0,5;85;7;6,666666667;0,8;3,4;1,6;89;92;96;9,666666667;6;5;"Seine Maritime";"Normandie";1;99;96;"112"
"Site Knoops";"Site Knoops - Lot 3 - 300 Ab";"2019-01-21";"semaine17";"Lot 3";"300 Ab";120;44,6;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";6,5;3,2;0;68;2;-0,333333333;0,1;3,1;0;81;85;82;0,666666667;0;1,666666667;"Seine Maritime";"Normandie";1;99;96;"119"
"Site Knoops";"Site Knoops - Lot 4 - 300 Ab";"2018-09-23";"semaine1";"Lot 4";"300 Ab";0;126,8;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";42,8;42,8;37,2;94;17;16;4,2;1,4;0;79;68;82;11,33333333;15,66666667;19;"Seine Maritime";"Normandie";1;99;96;"0"
"Site Knoops";"Site Knoops - Lot 4 - 300 Ab";"2018-09-24";"semaine1";"Lot 4";"300 Ab";1;124,2333333;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";42,8;41,4;0;75;14;11;37,2;4,2;1,4;94;79;68;16;11,33333333;15,66666667;"Seine Maritime";"Normandie";1;99;96;"1"
"Site Knoops";"Site Knoops - Lot 4 - 300 Ab";"2018-09-25";"semaine1";"Lot 4";"300 Ab";2;121,4333333;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";42,8;37,2;0;74;14;11;0;37,2;4,2;75;94;79;11;16;11,33333333;"Seine Maritime";"Normandie";1;99;96;"2"
"Site Knoops";"Site Knoops - Lot 4 - 300 Ab";"2018-09-26";"semaine1";"Lot 4";"300 Ab";3;120,2333333;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";42,8;0;0;61;17;14,66666667;0;0;37,2;74;75;94;11;11;16;"Seine Maritime";"Normandie";1;99;96;"3"
"Site Knoops";"Site Knoops - Lot 4 - 300 Ab";"2018-09-27";"semaine1";"Lot 4";"300 Ab";4;118,2666667;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";42,8;0;0;61;20;17;0;0;0;61;74;75;14,66666667;11;11;"Seine Maritime";"Normandie";1;99;96;"4"
"Site Knoops";"Site Knoops - Lot 4 - 300 Ab";"2018-09-28";"semaine1";"Lot 4";"300 Ab";5;112,4333333;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";41,5;0,1;0,1;84;16;13,66666667;0;0;0;61;61;74;17;14,66666667;11;"Seine Maritime";"Normandie";1;99;96;"5"
"Site Knoops";"Site Knoops - Lot 4 - 300 Ab";"2018-09-29";"semaine1";"Lot 4";"300 Ab";6;111,2666667;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";37,3;0,1;0;69;14;11,66666667;0,1;0;0;84;61;61;13,66666667;17;14,66666667;"Seine Maritime";"Normandie";1;99;96;"6"
"Site Knoops";"Site Knoops - Lot 4 - 300 Ab";"2018-09-30";"semaine1";"Lot 4";"300 Ab";7;109,2666667;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";0,1;0,1;0;69;15;12;0;0,1;0;69;84;61;11,66666667;13,66666667;17;"Seine Maritime";"Normandie";1;99;96;"7"
"Site Knoops";"Site Knoops - Lot 4 - 300 Ab";"2018-10-07";"semaine2";"Lot 4";"300 Ab";14;91,46666667;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";0,5;0;0;82;13;12;0;0;0;66;66;75;16;15,33333333;14;"Seine Maritime";"Normandie";1;99;96;"14"
"Site Knoops";"Site Knoops - Lot 4 - 300 Ab";"2018-10-14";"semaine3";"Lot 4";"300 Ab";21;75,73333333;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";5;0;0;66;23;19;0;0;5;74;82;70;19,66666667;18;18,33333333;"Seine Maritime";"Normandie";1;99;96;"21"
"Site Knoops";"Site Knoops - Lot 4 - 300 Ab";"2018-10-21";"semaine4";"Lot 4";"300 Ab";28;60,1;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";0;0;0;57;16;11,66666667;0;0;0;75;84;77;10,66666667;12;13,66666667;"Seine Maritime";"Normandie";1;99;96;"28"
"Site Knoops";"Site Knoops - Lot 4 - 300 Ab";"2018-10-28";"semaine5";"Lot 4";"300 Ab";35;54,86666667;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";1,7;1,6;0;78;7;4,666666667;1,1;0,5;0;74;81;84;5,666666667;9;11;"Seine Maritime";"Normandie";1;99;96;"35"
"Site Knoops";"Site Knoops - Lot 4 - 300 Ab";"2018-11-04";"semaine6";"Lot 4";"300 Ab";42;52,96666667;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";11,6;0;0;86;10;7,333333333;0;0;0,8;70;73;88;5,333333333;7,666666667;8,333333333;"Seine Maritime";"Normandie";1;99;96;"42"
"Site Knoops";"Site Knoops - Lot 4 - 300 Ab";"2018-11-11";"semaine7";"Lot 4";"300 Ab";49;58,6;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";9,6;7,2;2,7;88;11;10,33333333;4,5;0;0;85;80;80;10,66666667;9;7,333333333;"Seine Maritime";"Normandie";1;99;96;"49"
"Site Knoops";"Site Knoops - Lot 4 - 300 Ab";"2018-11-18";"semaine8";"Lot 4";"300 Ab";56;57,36666667;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";6,9;0;0;64;7;4;0;0;0;80;90;87;4;5,666666667;7,666666667;"Seine Maritime";"Normandie";1;99;96;"56"
"Site Knoops";"Site Knoops - Lot 4 - 300 Ab";"2018-11-25";"semaine9";"Lot 4";"300 Ab";63;58,16666667;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";7,5;6,4;0;96;6;5,333333333;6,4;0;0,1;91;90;88;6;4,333333333;1,666666667;"Seine Maritime";"Normandie";1;99;96;"63"
"Site Knoops";"Site Knoops - Lot 4 - 300 Ab";"2018-12-03";"semaine10";"Lot 4";"300 Ab";71;57,33333333;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";14;5,2;1,3;86;14;12,33333333;0;3,9;0;90;90;88;13,66666667;7,666666667;8,333333333;"Seine Maritime";"Normandie";1;99;96;"70"
"Site Knoops";"Site Knoops - Lot 4 - 300 Ab";"2018-12-10";"semaine11";"Lot 4";"300 Ab";78;55,56666667;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";9,1;2,5;0,2;91;9;6;1;1,3;3,5;75;82;83;8,666666667;9,666666667;9,333333333;"Seine Maritime";"Normandie";1;99;96;"77"
"Site Knoops";"Site Knoops - Lot 4 - 300 Ab";"2018-12-17";"semaine12";"Lot 4";"300 Ab";85;53,73333333;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";7,8;7,8;0;95;7;4,666666667;0;7,8;0;99;91;76;2,333333333;-1;-1,333333333;"Seine Maritime";"Normandie";1;99;96;"84"
"Site Knoops";"Site Knoops - Lot 4 - 300 Ab";"2018-12-24";"semaine13";"Lot 4";"300 Ab";92;53,73333333;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";20,3;11,7;2,6;89;9;7;9;0,1;6,9;96;86;88;10,66666667;9,666666667;12;"Seine Maritime";"Normandie";1;99;96;"91"
"Site Knoops";"Site Knoops - Lot 4 - 300 Ab";"2018-12-31";"semaine14";"Lot 4";"300 Ab";99;53,23333333;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";0,4;0,4;0,2;92;9;8;0,1;0,1;0;97;94;72;7,333333333;4,333333333;1,333333333;"Seine Maritime";"Normandie";1;99;96;"98"
"Site Knoops";"Site Knoops - Lot 4 - 300 Ab";"2019-01-07";"semaine15";"Lot 4";"300 Ab";106;51;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";2,2;1,3;0,6;96;8;6,666666667;0,7;0;0;92;92;93;4;3;2,666666667;"Seine Maritime";"Normandie";1;99;96;"105"
"Site Knoops";"Site Knoops - Lot 4 - 300 Ab";"2019-01-14";"semaine16";"Lot 4";"300 Ab";113;44,8;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";8,5;4,7;0,5;85;7;6,666666667;0,8;3,4;1,6;89;92;96;9,666666667;6;5;"Seine Maritime";"Normandie";1;99;96;"112"
"Site Knoops";"Site Knoops - Lot 4 - 300 Ab";"2019-01-21";"semaine17";"Lot 4";"300 Ab";120;44,63333333;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";6,5;3,2;0;68;2;-0,333333333;0,1;3,1;0;81;85;82;0,666666667;0;1,666666667;"Seine Maritime";"Normandie";1;99;96;"119"
"Site Knoops";"Site Knoops - Lot 5 - 300 Ab";"2018-09-23";"semaine1";"Lot 5";"300 Ab";0;131,0333333;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";42,8;42,8;37,2;94;17;16;4,2;1,4;0;79;68;82;11,33333333;15,66666667;19;"Seine Maritime";"Normandie";1;99;96;"0"
"Site Knoops";"Site Knoops - Lot 5 - 300 Ab";"2018-09-24";"semaine1";"Lot 5";"300 Ab";1;127,9333333;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";42,8;41,4;0;75;14;11;37,2;4,2;1,4;94;79;68;16;11,33333333;15,66666667;"Seine Maritime";"Normandie";1;99;96;"1"
"Site Knoops";"Site Knoops - Lot 5 - 300 Ab";"2018-09-25";"semaine1";"Lot 5";"300 Ab";2;124,3666667;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";42,8;37,2;0;74;14;11;0;37,2;4,2;75;94;79;11;16;11,33333333;"Seine Maritime";"Normandie";1;99;96;"2"
"Site Knoops";"Site Knoops - Lot 5 - 300 Ab";"2018-09-26";"semaine1";"Lot 5";"300 Ab";3;122,8666667;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";42,8;0;0;61;17;14,66666667;0;0;37,2;74;75;94;11;11;16;"Seine Maritime";"Normandie";1;99;96;"3"
"Site Knoops";"Site Knoops - Lot 5 - 300 Ab";"2018-09-27";"semaine1";"Lot 5";"300 Ab";4;121,0666667;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";42,8;0;0;61;20;17;0;0;0;61;74;75;14,66666667;11;11;"Seine Maritime";"Normandie";1;99;96;"4"
"Site Knoops";"Site Knoops - Lot 5 - 300 Ab";"2018-09-28";"semaine1";"Lot 5";"300 Ab";5;117,7;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";41,5;0,1;0,1;84;16;13,66666667;0;0;0;61;61;74;17;14,66666667;11;"Seine Maritime";"Normandie";1;99;96;"5"
"Site Knoops";"Site Knoops - Lot 5 - 300 Ab";"2018-09-29";"semaine1";"Lot 5";"300 Ab";6;113,7;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";37,3;0,1;0;69;14;11,66666667;0,1;0;0;84;61;61;13,66666667;17;14,66666667;"Seine Maritime";"Normandie";1;99;96;"6"
"Site Knoops";"Site Knoops - Lot 5 - 300 Ab";"2018-09-30";"semaine1";"Lot 5";"300 Ab";7;111,9333333;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";0,1;0,1;0;69;15;12;0;0,1;0;69;84;61;11,66666667;13,66666667;17;"Seine Maritime";"Normandie";1;99;96;"7"
"Site Knoops";"Site Knoops - Lot 5 - 300 Ab";"2018-10-07";"semaine2";"Lot 5";"300 Ab";14;93,2;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";0,5;0;0;82;13;12;0;0;0;66;66;75;16;15,33333333;14;"Seine Maritime";"Normandie";1;99;96;"14"
"Site Knoops";"Site Knoops - Lot 5 - 300 Ab";"2018-10-14";"semaine3";"Lot 5";"300 Ab";21;78,1;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";5;0;0;66;23;19;0;0;5;74;82;70;19,66666667;18;18,33333333;"Seine Maritime";"Normandie";1;99;96;"21"
"Site Knoops";"Site Knoops - Lot 5 - 300 Ab";"2018-10-21";"semaine4";"Lot 5";"300 Ab";28;64,7;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";0;0;0;57;16;11,66666667;0;0;0;75;84;77;10,66666667;12;13,66666667;"Seine Maritime";"Normandie";1;99;96;"28"
"Site Knoops";"Site Knoops - Lot 5 - 300 Ab";"2018-10-28";"semaine5";"Lot 5";"300 Ab";35;58,9;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";1,7;1,6;0;78;7;4,666666667;1,1;0,5;0;74;81;84;5,666666667;9;11;"Seine Maritime";"Normandie";1;99;96;"35"
"Site Knoops";"Site Knoops - Lot 5 - 300 Ab";"2018-11-04";"semaine6";"Lot 5";"300 Ab";42;56,86666667;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";11,6;0;0;86;10;7,333333333;0;0;0,8;70;73;88;5,333333333;7,666666667;8,333333333;"Seine Maritime";"Normandie";1;99;96;"42"
"Site Knoops";"Site Knoops - Lot 5 - 300 Ab";"2018-11-11";"semaine7";"Lot 5";"300 Ab";49;60,73333333;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";9,6;7,2;2,7;88;11;10,33333333;4,5;0;0;85;80;80;10,66666667;9;7,333333333;"Seine Maritime";"Normandie";1;99;96;"49"
"Site Knoops";"Site Knoops - Lot 5 - 300 Ab";"2018-11-18";"semaine8";"Lot 5";"300 Ab";56;62,23333333;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";6,9;0;0;64;7;4;0;0;0;80;90;87;4;5,666666667;7,666666667;"Seine Maritime";"Normandie";1;99;96;"56"
"Site Knoops";"Site Knoops - Lot 5 - 300 Ab";"2018-11-25";"semaine9";"Lot 5";"300 Ab";63;62,66666667;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";7,5;6,4;0;96;6;5,333333333;6,4;0;0,1;91;90;88;6;4,333333333;1,666666667;"Seine Maritime";"Normandie";1;99;96;"63"
"Site Knoops";"Site Knoops - Lot 5 - 300 Ab";"2018-12-03";"semaine10";"Lot 5";"300 Ab";71;63,06666667;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";14;5,2;1,3;86;14;12,33333333;0;3,9;0;90;90;88;13,66666667;7,666666667;8,333333333;"Seine Maritime";"Normandie";1;99;96;"70"
"Site Knoops";"Site Knoops - Lot 5 - 300 Ab";"2018-12-10";"semaine11";"Lot 5";"300 Ab";78;60,33333333;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";9,1;2,5;0,2;91;9;6;1;1,3;3,5;75;82;83;8,666666667;9,666666667;9,333333333;"Seine Maritime";"Normandie";1;99;96;"77"
"Site Knoops";"Site Knoops - Lot 5 - 300 Ab";"2018-12-17";"semaine12";"Lot 5";"300 Ab";85;59,2;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";7,8;7,8;0;95;7;4,666666667;0;7,8;0;99;91;76;2,333333333;-1;-1,333333333;"Seine Maritime";"Normandie";1;99;96;"84"
"Site Knoops";"Site Knoops - Lot 5 - 300 Ab";"2018-12-24";"semaine13";"Lot 5";"300 Ab";92;58,86666667;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";20,3;11,7;2,6;89;9;7;9;0,1;6,9;96;86;88;10,66666667;9,666666667;12;"Seine Maritime";"Normandie";1;99;96;"91"
"Site Knoops";"Site Knoops - Lot 5 - 300 Ab";"2018-12-31";"semaine14";"Lot 5";"300 Ab";99;58,16666667;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";0,4;0,4;0,2;92;9;8;0,1;0,1;0;97;94;72;7,333333333;4,333333333;1,333333333;"Seine Maritime";"Normandie";1;99;96;"98"
"Site Knoops";"Site Knoops - Lot 5 - 300 Ab";"2019-01-07";"semaine15";"Lot 5";"300 Ab";106;55,16666667;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";2,2;1,3;0,6;96;8;6,666666667;0,7;0;0;92;92;93;4;3;2,666666667;"Seine Maritime";"Normandie";1;99;96;"105"
"Site Knoops";"Site Knoops - Lot 5 - 300 Ab";"2019-01-14";"semaine16";"Lot 5";"300 Ab";113;48,43333333;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";8,5;4,7;0,5;85;7;6,666666667;0,8;3,4;1,6;89;92;96;9,666666667;6;5;"Seine Maritime";"Normandie";1;99;96;"112"
"Site Knoops";"Site Knoops - Lot 5 - 300 Ab";"2019-01-21";"semaine17";"Lot 5";"300 Ab";120;48,5;"hiver";"sans";"ombre";"abrite";"E";"ruche";"zootech";"Hybride";"EB";6,5;3,2;0;68;2;-0,333333333;0,1;3,1;0;81;85;82;0,666666667;0;1,666666667;"Seine Maritime";"Normandie";1;99;96;"119"
"Site Lant";"Site Lant - Lot 1 - 300 Ab";"2018-04-27";"semaine1";"Lot 1";"300 Ab";0;110;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";6,9;2,2;1,3;86;14;11;0,4;0,5;0;86;88;90;11,66666667;13,33333333;12,66666667;"Loire Atlantique";"Pays de la loire";12,7;19;34;"0"
"Site Lant";"Site Lant - Lot 1 - 300 Ab";"2018-04-28";"semaine1";"Lot 1";"300 Ab";1;106,6666667;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";3,5;3;1,3;83;14;12;1,3;0,4;0,5;86;86;88;11;11,66666667;13,33333333;"Loire Atlantique";"Pays de la loire";12,7;19;34;"1"
"Site Lant";"Site Lant - Lot 1 - 300 Ab";"2018-04-29";"semaine1";"Lot 1";"300 Ab";2;103,3333333;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";6,9;6;3,4;95;10;9;1,3;1,3;0,4;83;86;86;12;11;11,66666667;"Loire Atlantique";"Pays de la loire";12,7;19;34;"2"
"Site Lant";"Site Lant - Lot 1 - 300 Ab";"2018-04-30";"semaine1";"Lot 1";"300 Ab";3;100;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";10;7,8;3,1;91;9;9;3,4;1,3;1,3;95;83;86;9;12;11;"Loire Atlantique";"Pays de la loire";12,7;19;34;"3"
"Site Lant";"Site Lant - Lot 1 - 300 Ab";"2018-05-01";"semaine1";"Lot 1";"300 Ab";4;93,33333333;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";10;6,5;0;85;10;10;3,1;3,4;1,3;91;95;83;9;9;12;"Loire Atlantique";"Pays de la loire";12,7;19;34;"4"
"Site Lant";"Site Lant - Lot 1 - 300 Ab";"2018-05-02";"semaine1";"Lot 1";"300 Ab";5;86,66666667;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";14,9;8,5;5,4;95;10;10;0;3,1;3,4;85;91;95;10;9;9;"Loire Atlantique";"Pays de la loire";12,7;19;34;"5"
"Site Lant";"Site Lant - Lot 1 - 300 Ab";"2018-05-03";"semaine1";"Lot 1";"300 Ab";6;80;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";14,6;5,5;0,1;87;11;11;5,4;0;3,1;95;85;91;10;10;9;"Loire Atlantique";"Pays de la loire";12,7;19;34;"6"
"Site Lant";"Site Lant - Lot 1 - 300 Ab";"2018-05-04";"semaine1";"Lot 1";"300 Ab";7;76,66666667;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";13,3;5,5;0;90;13;13;0,1;5,4;0;87;95;85;11;10;10;"Loire Atlantique";"Pays de la loire";12,7;19;34;"7"
"Site Lant";"Site Lant - Lot 1 - 300 Ab";"2018-05-11";"semaine2";"Lot 1";"300 Ab";14;63,33333333;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";3,9;0,3;0,1;90;15;15;0,1;0,1;2,5;83;84;88;13;14;23;"Loire Atlantique";"Pays de la loire";12,7;19;34;"14"
"Site Lant";"Site Lant - Lot 1 - 300 Ab";"2018-05-18";"semaine3";"Lot 1";"300 Ab";21;56,66666667;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";7,5;2,1;0;82;16;16;0;2,1;0;89;83;84;15;18;17;"Loire Atlantique";"Pays de la loire";12,7;19;34;"21"
"Site Lant";"Site Lant - Lot 1 - 300 Ab";"2018-05-25";"semaine4";"Lot 1";"300 Ab";28;50;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";17;12,4;2,4;89;20;18,33333333;6,8;3,2;1,6;89;89;87;18,66666667;17,33333333;18;"Loire Atlantique";"Pays de la loire";12,7;19;34;"28"
"Site Lant";"Site Lant - Lot 1 - 300 Ab";"2018-06-01";"semaine5";"Lot 1";"300 Ab";35;43,33333333;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";40,1;6;1,5;88;19;18,33333333;2,2;2,3;13,6;93;91;91;17,66666667;18,66666667;19,33333333;"Loire Atlantique";"Pays de la loire";12,7;19;34;"35"
"Site Lant";"Site Lant - Lot 1 - 300 Ab";"2018-06-08";"semaine6";"Lot 1";"300 Ab";42;40;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";48;11,9;6,9;85;24;21,33333333;1,1;3,9;10,3;89;93;90;18,33333333;17,66666667;19;"Loire Atlantique";"Pays de la loire";12,7;19;34;"42"
"Site Lant";"Site Lant - Lot 1 - 300 Ab";"2018-06-15";"semaine7";"Lot 1";"300 Ab";49;36,66666667;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";52,3;2,3;0,3;88;18;16,66666667;0,7;1,3;1,5;96;89;90;15,33333333;17,66666667;17,33333333;"Loire Atlantique";"Pays de la loire";12,7;19;34;"49"
"Site Lant";"Site Lant - Lot 1 - 300 Ab";"2018-06-22";"semaine8";"Lot 1";"300 Ab";56;36,66666667;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";0,3;0;0;80;18;16;0;0;0;86;85;90;18,33333333;23;19,66666667;"Loire Atlantique";"Pays de la loire";12,7;19;34;"56"
"Site Lant";"Site Lant - Lot 1 - 300 Ab";"2018-06-29";"semaine9";"Lot 1";"300 Ab";63;33,33333333;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";0,2;0,2;0,2;79;26;23,33333333;0;0;0;78;79;84;23,33333333;23,33333333;22;"Loire Atlantique";"Pays de la loire";12,7;19;34;"63"
"Site Lant";"Site Lant - Lot 1 - 300 Ab";"2018-07-06";"semaine10";"Lot 1";"300 Ab";70;33,33333333;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";34,1;3,9;1,7;83;24;21,66666667;2,2;0;0,5;91;86;87;20;20,66666667;21;"Loire Atlantique";"Pays de la loire";12,7;19;34;"70"
"Site Lant";"Site Lant - Lot 1 - 300 Ab";"2018-07-13";"semaine11";"Lot 1";"300 Ab";77;33,33333333;"printemps";"sans";"ombre";"abrite";"E";"ruchette";"sanitaire";"Noire";"FA";1,4;0,9;0;77;25;22,33333333;0,5;0,4;0,3;79;78;81;20;19,66666667;22,66666667;"Loire Atlantique";"Pays de la loire";12,7;19;34;"77"
